customer_id;age;gender;location;monthly_income;employment_status;education_level;months_active;avg_transaction_value;transaction_frequency;savings_balance;loan_amount;loan_term_days;interest_rate;days_since_last_loan;loan_repaid;transaction_consistency;evening_transaction_ratio;weekend_transaction_ratio;repayment_probability;predicted_repayment;income_category;risk_segment
981;29;Female;Semi-Urban;831,07;Self-Employed;Tertiary;17;63,26;17;295,36;287,1;30;9,27;304;0;0,6;0,24;0,42;0,59;1;Medium;Medium Risk
982;64;Male;Rural;356,05;Employed;None;24;93,65;18;11,39;425,4;30;14,23;80;1;0,71;0,36;0,16;0,76;1;Low;Medium Risk
983;18;Male;Urban;293,0;Employed;None;8;71,86;10;47,1;305,7;30;5,0;183;1;0,85;0,32;0,06;0,59;1;Low;Medium Risk
984;43;Male;Semi-Urban;746,95;Unemployed;Tertiary;6;47,08;18;110,06;418,51;90;11,34;289;0;0,5;0,05;0,42;0,31;0;Medium;High Risk
985;31;Male;Rural;610,01;Self-Employed;Tertiary;25;44,23;11;242,56;617,77;60;10,02;248;1;0,77;0,14;0,41;0,83;1;Medium;Low Risk
986;55;Female;Urban;975,82;Employed;Primary;21;33,51;18;259,67;308,66;30;11,43;214;0;0,99;0,19;0,52;0,75;1;Medium;Medium Risk
987;54;Female;Rural;859,15;Self-Employed;Tertiary;33;23,9;12;118,59;409,26;30;8,32;157;0;0,57;0,15;0,29;0,54;1;Medium;Medium Risk
988;28;Male;Urban;568,17;Unemployed;Secondary;5;56,82;19;7,53;605,68;30;11,54;178;0;0,39;0,28;0,7;0,31;0;Medium;High Risk
989;53;Male;Urban;848,96;Employed;None;30;62,54;18;295,35;636,33;30;13,82;19;1;0,76;0,21;0,35;0,78;1;Medium;Medium Risk
990;30;Female;Rural;674,53;Unemployed;Primary;5;64,95;23;258,76;421,21;30;17,18;146;1;0,46;0,16;0,58;0,72;1;Medium;Medium Risk
991;60;Male;Urban;1419,98;Unemployed;Secondary;16;47,53;13;242,78;559,06;60;13,41;67;0;0,54;0,31;0,17;0,27;0;High;High Risk
992;20;Male;Rural;915,87;Unemployed;Secondary;20;88,6;16;392,67;663,48;30;6,68;76;0;0,88;0,15;0,66;0,33;0;Medium;High Risk
993;50;Female;Urban;331,82;Unemployed;Secondary;29;22,83;11;215,0;288,65;60;12,2;101;1;1,0;0,41;0,24;0,74;1;Low;Medium Risk
994;23;Male;Semi-Urban;1346,15;Self-Employed;Primary;12;20,57;14;100,81;357,26;60;16,26;139;1;0,5;0,47;0,47;0,92;1;High;Low Risk
995;27;Male;Semi-Urban;610,06;Employed;Secondary;17;33,61;18;332,88;425,23;60;11,38;72;0;0,55;0,21;0,46;0,54;1;Medium;Medium Risk
996;22;Male;Semi-Urban;507,58;Employed;Tertiary;21;50,12;13;159,25;589,37;30;14,06;206;1;0,61;0,29;0,31;0,76;1;Medium;Medium Risk
997;40;Female;Urban;1443,11;Employed;Secondary;11;28,06;16;189,48;537,37;30;15,64;212;1;0,59;0,31;0,64;0,91;1;High;Low Risk
998;27;Male;Urban;903,75;Self-Employed;Primary;6;76,94;17;146,36;512,92;30;12,52;78;0;1,0;0,26;0,43;0,54;1;Medium;Medium Risk
999;61;Male;Urban;1010,23;Employed;Tertiary;17;35,22;13;116,76;294,4;30;13,08;112;1;0,59;0,27;0,48;0,91;1;High;Low Risk
1000;19;Male;Urban;1019,92;Employed;Primary;10;31,65;18;157,84;674,18;90;13,77;252;1;0,62;0,11;0,52;0,9;1;High;Low Risk
1001;30;Male;Urban;738,2;Employed;Primary;3;71,1;12;352,06;400,21;60;10,75;132;1;1,0;0,07;0,48;0,74;1;Medium;Medium Risk
1002;57;Male;Rural;628,28;Employed;Secondary;9;54,15;12;93,35;446,69;30;11,39;196;0;0,82;0,78;0,39;0,52;1;Medium;Medium Risk
1003;19;Female;Rural;677,22;Unemployed;Tertiary;33;65,69;15;306,95;539,06;30;9,37;24;1;0,9;0,25;0,32;0,69;1;Medium;Medium Risk
1004;37;Male;Semi-Urban;1282,66;Employed;Secondary;20;49,05;13;15,09;894,6;90;10,54;100;1;0,52;0,21;0,47;0,91;1;High;Low Risk
1005;18;Female;Urban;861,14;Self-Employed;Secondary;14;55,44;14;360,1;371,78;30;14,43;244;1;0,59;0,23;0,44;0,73;1;Medium;Medium Risk
1006;54;Male;Urban;1193,87;Self-Employed;Secondary;32;21,33;19;370,57;361,8;30;13,62;30;0;0,49;0,26;0,6;0,51;1;High;Medium Risk
1007;26;Male;Urban;777,07;Employed;Secondary;35;47,04;15;97,62;425,09;30;8,6;289;1;0,86;0,09;0,36;0,86;1;Medium;Low Risk
1008;34;Male;Semi-Urban;573,38;Unemployed;Primary;9;29,04;15;207,89;732,19;60;9,15;255;1;0,95;0,23;0,43;0,57;1;Medium;Medium Risk
1009;26;Male;Rural;367,34;Self-Employed;None;30;89,09;12;264,39;529,85;90;10,25;205;1;0,58;0,14;0,37;0,8;1;Low;Medium Risk
1010;28;Male;Semi-Urban;994,4;Employed;Tertiary;5;75,86;17;139,59;575,18;60;7,77;67;1;0,63;0,07;0,44;0,85;1;Medium;Low Risk
1011;32;Male;Semi-Urban;1308,23;Employed;Secondary;8;36,92;18;388,27;661,37;30;12,77;214;1;0,64;0,42;0,73;0,91;1;High;Low Risk
1012;41;Male;Rural;534,21;Employed;Secondary;33;45,85;15;202,16;725,49;60;10,12;121;1;0,39;0,45;0,09;0,76;1;Medium;Medium Risk
1013;55;Female;Urban;954,01;Employed;Tertiary;17;46,79;9;147,99;366,05;30;13,55;45;1;0,57;0,31;0,3;0,71;1;Medium;Medium Risk
1014;52;Male;Urban;387,32;Employed;Secondary;9;93,08;9;207,88;604,56;30;15,05;68;0;0,85;0,23;0,61;0,54;1;Low;Medium Risk
1015;47;Female;Rural;633,29;Self-Employed;Primary;32;57,93;21;126,38;730,53;30;6,98;26;1;0,52;0,09;0,51;0,82;1;Medium;Low Risk
1016;48;Female;Urban;880,38;Unemployed;Primary;29;41,44;18;202,09;541,17;90;10,13;170;0;0,72;0,51;0,07;0,19;0;Medium;High Risk
1017;22;Male;Urban;281,51;Self-Employed;Secondary;19;52,93;11;155,02;336,22;30;7,36;244;1;0,44;0,05;0,59;0,79;1;Low;Medium Risk
1018;61;Male;Semi-Urban;794,59;Employed;None;20;19,26;18;122,1;297,05;30;6,49;300;1;0,67;0,18;0,33;0,78;1;Medium;Medium Risk
1019;31;Male;Semi-Urban;548,99;Employed;Primary;24;48,53;19;279,75;590,36;30;13,63;273;0;0,59;0,48;0,72;0,51;1;Medium;Medium Risk
1020;28;Male;Rural;981,43;Self-Employed;Primary;28;28,38;14;30,76;269,41;90;12,63;287;1;0,46;0,22;0,32;0,8;1;Medium;Low Risk
1021;26;Male;Rural;750,38;Employed;Secondary;29;13,05;9;376,28;337,38;60;10,3;248;1;0,86;0,12;0,29;0,6;1;Medium;Medium Risk
1022;51;Female;Rural;1081,83;Employed;Tertiary;26;89,73;22;223,04;402,03;60;9,15;1;1;0,87;0,41;0,4;0,92;1;High;Low Risk
1023;29;Male;Urban;716,12;Unemployed;Primary;10;49,46;17;384,71;556,09;30;8,76;19;1;0,51;0,72;0,13;0,76;1;Medium;Medium Risk
1024;52;Male;Urban;391,29;Employed;Primary;23;34,57;10;296,2;616,7;60;12,53;293;1;0,66;0,28;0,37;0,72;1;Low;Medium Risk
1025;52;Female;Rural;353,91;Unemployed;Secondary;31;16,06;14;65,66;358,0;60;11,3;256;1;0,71;0,45;0,3;0,74;1;Low;Medium Risk
1026;18;Male;Rural;227,3;Employed;Secondary;23;45,58;16;207,07;240,66;90;9,31;248;0;0,34;0,27;0,3;0,46;0;Low;High Risk
1027;57;Female;Urban;989,89;Unemployed;Primary;5;47,02;15;20,48;663,25;30;13,25;152;0;0,42;0,4;0,38;0,37;0;Medium;High Risk
1028;39;Male;Semi-Urban;1567,32;Self-Employed;Primary;33;65,3;15;109,64;635,12;30;12,85;136;1;0,96;0,28;0,37;0,89;1;Very High;Low Risk
1029;46;Male;Urban;930,57;Self-Employed;Secondary;29;30,92;20;186,32;593,88;60;9,09;221;1;0,49;0,73;0,87;0,77;1;Medium;Medium Risk
1030;25;Male;Urban;1301,61;Employed;Secondary;29;39,32;18;129,49;575,06;60;10,58;210;1;0,95;0,02;0,54;0,96;1;High;Low Risk
1031;28;Male;Rural;1140,07;Unemployed;None;11;31,51;12;152,35;420,54;30;14,58;188;0;0,43;0,35;0,39;0,18;0;High;High Risk
1032;58;Female;Urban;644,5;Unemployed;Secondary;35;45,64;18;133,29;464,48;30;14,25;231;1;0,83;0,03;0,48;0,69;1;Medium;Medium Risk
1033;54;Male;Urban;1179,59;Self-Employed;Primary;35;10,14;17;422,91;515,17;90;10,03;135;1;0,64;0,21;0,7;0,9;1;High;Low Risk
1034;31;Female;Urban;656,43;Self-Employed;Secondary;28;33,92;12;211,89;331,42;30;16,98;15;1;0,67;0,24;0,37;0,81;1;Medium;Low Risk
1035;47;Male;Rural;662,39;Self-Employed;Secondary;30;62,59;21;262,35;576,69;30;11,47;113;1;1,0;0,28;0,63;0,82;1;Medium;Low Risk
1036;52;Male;Urban;737,42;Employed;Primary;33;25,49;17;194,82;523,84;30;14,37;263;1;0,45;0,13;0,15;0,65;1;Medium;Medium Risk
1037;38;Male;Rural;751,64;Self-Employed;None;3;69,99;15;233,74;472,92;30;8,85;278;1;0,82;0,42;0,76;0,83;1;Medium;Low Risk
1038;54;Male;Rural;998,41;Unemployed;Tertiary;22;67,47;13;0,0;682,5;60;11,54;72;1;0,81;0,12;0,42;0,76;1;Medium;Medium Risk
1039;22;Female;Urban;598,73;Employed;Primary;14;69,14;14;367,07;479,79;30;9,25;223;0;1,0;0,16;0,51;0,44;0;Medium;High Risk
1040;36;Male;Semi-Urban;1066,73;Employed;Primary;19;49,91;10;127,82;631,93;30;7,04;33;1;0,48;0,15;0,38;0,91;1;High;Low Risk
1041;31;Male;Urban;1062,42;Self-Employed;Primary;17;48,11;8;314,58;262,26;30;11,87;244;1;0,57;0,45;0,2;0,93;1;High;Low Risk
1042;43;Male;Semi-Urban;902,89;Self-Employed;Primary;18;56,39;19;318,47;668,04;90;11,02;237;0;0,86;0,12;0,38;0,49;0;Medium;High Risk
1043;21;Male;Rural;1381,88;Employed;Secondary;6;76,41;20;20,17;620,84;60;15,22;17;1;0,66;0,75;0,65;0,89;1;High;Low Risk
1044;42;Male;Semi-Urban;1186,22;Employed;Secondary;10;74,59;16;205,61;932,36;60;10,27;364;1;0,61;0,18;0,63;0,88;1;High;Low Risk
1045;62;Male;Urban;1120,92;Employed;None;27;16,76;13;240,53;820,18;60;12,81;43;0;0,89;0,22;0,67;0,43;0;High;High Risk
1046;59;Female;Urban;819,85;Self-Employed;Primary;17;32,51;11;210,98;687,27;30;10,78;142;0;0,65;0,34;0,58;0,74;1;Medium;Medium Risk
1047;42;Male;Urban;905,53;Employed;Secondary;30;28,92;17;199,91;392,25;60;9,08;14;0;0,52;0,32;0,71;0,49;0;Medium;High Risk
1048;35;Male;Urban;957,14;Self-Employed;Tertiary;11;64,54;16;156,42;322,95;60;14,42;92;1;0,85;0,53;0,35;0,82;1;Medium;Low Risk
1049;57;Male;Rural;803,97;Employed;Secondary;4;36,41;12;128,62;355,0;60;10,16;278;1;0,78;0,45;0,59;0,75;1;Medium;Medium Risk
1050;25;Male;Urban;687,33;Self-Employed;Primary;19;45,93;9;305,8;601,9;30;10,7;214;1;0,64;0,13;0,37;0,79;1;Medium;Medium Risk
1051;56;Female;Rural;200,0;Unemployed;Primary;12;84,16;15;239,78;758,85;30;8,44;248;1;0,63;0,3;0,27;0,41;0;Low;High Risk
1052;57;Male;Urban;1015,33;Employed;Secondary;11;72,42;12;218,53;257,82;60;6,93;70;0;0,52;0,32;0,54;0,8;1;High;Medium Risk
1053;31;Male;Urban;1112,43;Employed;None;33;77,52;23;39,89;331,32;30;13,36;108;1;0,85;0,05;0,36;0,92;1;High;Low Risk
1054;49;Female;Rural;451,66;Unemployed;None;4;35,66;18;174,33;506,68;30;11,7;287;1;0,63;0,2;0,7;0,33;0;Low;High Risk
1055;55;Male;Urban;981,55;Employed;None;26;5,0;15;194,42;272,89;60;14,75;159;0;0,55;0,11;0,32;0,46;0;Medium;High Risk
1056;50;Male;Rural;622,54;Employed;Tertiary;21;42,09;18;284,08;415,44;30;13,53;288;0;0,44;0,3;0,64;0,57;1;Medium;Medium Risk
1057;40;Female;Rural;690,04;Unemployed;Secondary;19;21,2;12;25,64;748,95;60;8,27;170;0;0,78;0,05;0,32;0,25;0;Medium;High Risk
1058;32;Female;Semi-Urban;1193,23;Unemployed;None;12;11,12;24;90,42;644,29;30;12,01;12;0;0,6;0,1;0,33;0,2;0;High;High Risk
1059;50;Female;Urban;502,81;Self-Employed;None;30;72,57;18;379,87;665,91;60;11,89;219;1;0,3;0,29;0,68;0,67;1;Medium;Medium Risk
1060;42;Male;Rural;502,36;Employed;Secondary;30;32,16;18;120,26;303,1;30;15,03;184;1;0,46;0,14;0,57;0,64;1;Medium;Medium Risk
1061;34;Male;Semi-Urban;1341,45;Employed;Primary;3;33,87;11;14,84;150,82;90;15,7;322;1;0,65;0,07;0,46;0,93;1;High;Low Risk
1062;50;Male;Rural;756,33;Employed;Secondary;5;42,68;9;130,18;414,19;30;6,81;208;1;0,66;0,34;0,73;0,8;1;Medium;Medium Risk
1063;64;Male;Urban;1173,96;Self-Employed;Primary;17;82,93;15;120,62;100,0;60;15,3;287;1;0,65;0,37;0,53;0,9;1;High;Low Risk
1064;19;Female;Rural;320,39;Self-Employed;Primary;12;46,77;15;265,11;590,52;30;14,89;328;1;0,62;0,25;0,45;0,82;1;Low;Low Risk
1065;31;Male;Rural;344,42;Unemployed;None;23;69,03;17;263,88;649,47;30;9,56;360;0;0,4;0,19;0,38;0,3;0;Low;High Risk
1066;57;Female;Rural;526,12;Employed;None;17;43,69;17;103,06;342,87;30;11,86;105;1;0,53;0,27;0,47;0,68;1;Medium;Medium Risk
1067;57;Female;Urban;655,56;Self-Employed;Primary;25;18,39;15;162,11;616,42;90;5,69;211;1;0,94;0,07;0,28;0,8;1;Medium;Medium Risk
1068;56;Male;Urban;379,01;Employed;Secondary;16;26,2;24;253,69;615,34;30;11,85;324;1;0,91;0,4;0,53;0,76;1;Low;Medium Risk
1069;23;Male;Semi-Urban;910,79;Employed;Tertiary;17;49,92;18;257,04;275,77;30;8,85;231;1;0,82;0,47;0,32;0,8;1;Medium;Medium Risk
1070;23;Female;Urban;930,38;Self-Employed;Secondary;12;52,15;15;96,54;420,03;30;13,56;212;1;0,8;0,19;0,54;0,79;1;Medium;Medium Risk
1071;20;Male;Rural;530,56;Employed;Secondary;11;60,85;22;107,59;406,43;30;13,24;324;1;0,88;0,41;0,21;0,65;1;Medium;Medium Risk
1072;24;Female;Urban;554,42;Self-Employed;Tertiary;7;60,86;17;411,63;686,56;90;11,72;195;0;0,48;0,07;0,32;0,49;0;Medium;High Risk
1073;25;Male;Rural;593,97;Self-Employed;Tertiary;27;68,0;12;174,03;646,47;30;12,59;248;1;0,71;0,81;0,44;0,81;1;Medium;Low Risk
1074;59;Male;Urban;450,53;Unemployed;None;28;34,62;11;349,34;614,46;60;9,63;316;0;0,48;0,23;0,8;0,23;0;Low;High Risk
1075;32;Male;Urban;200,0;Self-Employed;Secondary;10;86,54;12;222,86;387,76;30;8,61;263;1;0,48;0,17;0,41;0,64;1;Low;Medium Risk
1076;64;Female;Semi-Urban;774,49;Unemployed;Primary;24;88,38;13;309,5;773,14;30;18,34;216;0;0,77;0,23;0,61;0,12;0;Medium;High Risk
1077;46;Male;Semi-Urban;670,87;Self-Employed;None;27;39,59;18;262,53;536,24;30;15,07;262;1;0,89;0,54;0,48;0,88;1;Medium;Low Risk
1078;50;Female;Rural;701,56;Employed;Primary;14;34,12;22;217,1;599,11;30;12,39;169;0;0,66;0,5;0,56;0,57;1;Medium;Medium Risk
1079;47;Male;Urban;496,46;Self-Employed;Tertiary;11;14,3;14;215,92;846,13;30;11,36;155;1;1,0;0,27;0,46;0,7;1;Low;Medium Risk
1080;56;Female;Rural;1043,15;Self-Employed;Primary;12;53,42;18;75,93;632,47;30;19,21;69;1;0,74;0,16;0,62;0,94;1;High;Low Risk
1081;44;Female;Rural;1527,62;Self-Employed;Secondary;12;59,05;19;183,33;476,05;60;17,02;233;0;0,54;0,11;0,4;0,53;1;Very High;Medium Risk
1082;53;Male;Rural;549,77;Self-Employed;Secondary;11;38,41;13;147,8;400,39;30;11,15;53;1;0,48;0,44;0,47;0,8;1;Medium;Low Risk
1083;46;Male;Urban;1219,91;Employed;Primary;28;55,66;18;167,22;153,22;30;9,09;169;1;0,9;0,44;0,16;0,91;1;High;Low Risk
1084;55;Female;Rural;909,99;Employed;None;29;22,24;6;163,04;186,72;30;12,16;35;1;0,73;0,33;0,19;0,76;1;Medium;Medium Risk
1085;50;Male;Rural;810,63;Employed;Primary;33;69,35;17;216,24;671,16;30;10,87;321;0;0,84;0,33;0,31;0,58;1;Medium;Medium Risk
1086;54;Female;Semi-Urban;696,76;Self-Employed;Tertiary;21;39,38;10;263,8;104,82;30;9,16;258;1;0,17;0,15;0,47;0,56;1;Medium;Medium Risk
1087;44;Male;Urban;775,03;Self-Employed;Tertiary;8;55,78;15;186,25;702,26;30;16,12;250;1;0,75;0,23;0,62;0,83;1;Medium;Low Risk
1088;50;Female;Rural;1144,88;Self-Employed;Secondary;17;54,2;14;295,49;660,68;60;13,57;12;1;0,6;0,47;0,52;0,89;1;High;Low Risk
1089;21;Female;Rural;458,58;Employed;Tertiary;31;10,79;15;158,46;327,0;90;10,78;158;1;0,42;0,32;0,42;0,76;1;Low;Medium Risk
1090;39;Female;Urban;717,5;Employed;Primary;7;66,68;16;208,67;536,32;60;10,74;28;1;0,69;0,38;0,74;0,71;1;Medium;Medium Risk
1091;19;Male;Urban;1174,7;Self-Employed;Tertiary;16;34,31;14;452,34;615,24;30;12,04;56;1;0,92;0,31;0,42;0,92;1;High;Low Risk
1092;27;Male;Urban;1095,11;Self-Employed;Secondary;4;54,05;23;79,86;518,39;30;10,54;160;1;1,0;0,35;0,85;0,93;1;High;Low Risk
1093;22;Male;Urban;463,22;Self-Employed;Secondary;25;21,8;13;157,86;746,24;90;10,28;265;1;0,75;0,58;0,15;0,86;1;Low;Low Risk
1094;27;Male;Urban;745,22;Self-Employed;Secondary;21;40,41;23;18,56;221,58;60;18,16;229;0;0,56;0,14;0,25;0,72;1;Medium;Medium Risk
1095;50;Male;Rural;1018,4;Employed;Secondary;26;57,26;16;222,84;600,83;30;9,26;318;1;0,55;0,3;0,22;0,86;1;High;Low Risk
1096;55;Male;Rural;999,03;Self-Employed;None;22;28,41;13;201,65;378,22;30;5,37;328;1;0,89;0,38;0,4;0,95;1;Medium;Low Risk
1097;30;Female;Rural;1092,54;Unemployed;Primary;29;29,51;15;212,57;152,38;30;13,96;192;0;0,5;0,28;0,53;0,2;0;High;High Risk
1098;48;Male;Semi-Urban;915,29;Self-Employed;Secondary;26;52,5;19;108,84;267,95;60;15,35;107;0;0,82;0,09;0,74;0,47;0;Medium;High Risk
1099;64;Male;Urban;965,59;Self-Employed;Primary;19;46,65;16;123,83;395,1;60;12,46;356;0;0,76;0,2;0,29;0,7;1;Medium;Medium Risk
1100;53;Female;Urban;902,84;Self-Employed;Tertiary;27;56,99;9;205,41;504,65;30;7,17;351;1;0,74;0,35;0,1;0,78;1;Medium;Medium Risk
1101;62;Male;Rural;1273,92;Self-Employed;Primary;33;42,64;8;59,72;319,78;30;11,59;352;1;0,39;0,29;0,59;0,93;1;High;Low Risk
1102;41;Male;Urban;673,46;Self-Employed;Secondary;30;62,83;11;288,15;398,78;30;10,47;257;0;0,63;0,06;0,43;0,67;1;Medium;Medium Risk
1103;32;Female;Urban;814,46;Self-Employed;Primary;30;38,66;10;60,91;420,81;30;16,01;109;1;0,41;0,19;0,1;0,67;1;Medium;Medium Risk
1104;46;Female;Urban;495,51;Self-Employed;Secondary;24;61,94;19;184,9;324,09;30;9,46;129;1;0,58;0,18;0,14;0,77;1;Low;Medium Risk
1105;25;Male;Urban;436,39;Employed;Tertiary;7;31,86;23;156,42;386,69;60;12,69;122;1;0,88;0,22;0,67;0,74;1;Low;Medium Risk
1106;22;Male;Semi-Urban;897,49;Unemployed;Tertiary;10;37,78;12;150,0;614,59;30;13,79;115;1;0,95;0,14;0,62;0,57;1;Medium;Medium Risk
1107;46;Female;Urban;582,74;Self-Employed;Tertiary;30;64,61;18;39,43;829,79;60;9,43;229;1;0,74;0,14;0,34;0,81;1;Medium;Low Risk
1108;64;Male;Urban;782,69;Employed;Secondary;14;39,71;17;195,58;541,67;30;10,22;292;0;0,59;0,28;0,35;0,57;1;Medium;Medium Risk
1109;21;Male;Urban;1285,32;Self-Employed;Tertiary;27;26,58;13;79,19;526,33;60;13,3;232;1;1,0;0,59;0,4;0,95;1;High;Low Risk
1110;29;Male;Rural;1267,98;Employed;Secondary;17;84,6;21;214,02;483,92;60;5,0;316;1;0,58;0,25;0,62;0,9;1;High;Low Risk
1111;62;Male;Urban;1467,21;Employed;None;15;49,3;14;124,05;421,82;30;16,09;233;1;0,47;0,42;0,33;0,9;1;High;Low Risk
1112;19;Male;Rural;1291,3;Employed;Secondary;10;59,43;18;194,97;615,15;60;8,97;295;1;0,84;0,26;0,63;0,91;1;High;Low Risk
1113;44;Male;Urban;1520,91;Self-Employed;Secondary;15;5,0;14;18,87;696,63;30;12,13;190;1;0,79;0,15;0,33;0,95;1;Very High;Low Risk
1114;48;Female;Urban;930,96;Unemployed;Primary;8;76,64;16;291,23;267,67;30;7,94;24;0;0,59;0,31;0,41;0,4;0;Medium;High Risk
1115;53;Female;Rural;529,09;Self-Employed;Secondary;34;102,92;19;309,63;707,66;30;15,96;165;1;0,72;0,23;0,47;0,84;1;Medium;Low Risk
1116;53;Male;Urban;499,88;Self-Employed;Primary;23;74,84;16;144,79;825,09;30;12,0;292;1;0,79;0,32;0,48;0,81;1;Low;Low Risk
1117;43;Female;Urban;1218,9;Self-Employed;Tertiary;9;77,69;14;480,14;298,48;60;12,64;209;0;0,74;0,13;0,24;0,49;0;High;High Risk
1118;60;Female;Urban;815,49;Employed;Secondary;28;41,82;18;276,07;684,14;30;13,68;26;0;0,79;0,34;0,14;0,59;1;Medium;Medium Risk
1119;44;Male;Semi-Urban;837,84;Employed;None;17;55,04;18;174,18;827,08;60;15,27;339;1;0,6;0,43;0,24;0,83;1;Medium;Low Risk
1120;22;Male;Urban;635,28;Self-Employed;Primary;25;59,76;15;150,9;643,17;90;8,64;177;1;0,81;0,36;0,47;0,87;1;Medium;Low Risk
1121;37;Female;Rural;671,25;Unemployed;Primary;17;36,05;16;121,87;464,81;30;11,19;43;0;0,7;0,21;0,14;0,29;0;Medium;High Risk
1122;28;Male;Urban;915,13;Self-Employed;Tertiary;18;47,52;10;140,93;655,77;30;15,79;71;0;0,61;0,24;0,27;0,82;1;Medium;Low Risk
1123;27;Female;Urban;483,43;Self-Employed;Secondary;34;29,98;14;189,01;337,5;30;10,68;221;1;0,65;0,06;0,42;0,71;1;Low;Medium Risk
1124;57;Male;Urban;877,14;Unemployed;Secondary;20;42,09;15;195,62;437,49;30;16,1;310;1;0,68;0,21;0,49;0,56;1;Medium;Medium Risk
1125;55;Female;Semi-Urban;1253,32;Employed;Tertiary;22;66,82;13;59,6;353,47;30;12,62;227;1;0,41;0,23;0,16;0,92;1;High;Low Risk
1126;23;Male;Urban;200,0;Self-Employed;Secondary;4;14,68;14;335,47;230,56;60;10,73;328;0;0,57;0,4;0,13;0,39;0;Low;High Risk
1127;25;Male;Urban;337,61;Self-Employed;Primary;25;69,06;11;278,68;508,3;30;14,08;232;0;0,71;0,17;0,14;0,72;1;Low;Medium Risk
1128;40;Female;Urban;1002,68;Self-Employed;Tertiary;32;18,45;16;384,72;560,81;60;11,54;267;1;0,43;0,42;0,37;0,95;1;High;Low Risk
1129;64;Male;Urban;1209,19;Employed;Primary;5;51,05;23;236,79;632,47;30;14,55;253;1;0,58;0,29;0,19;0,86;1;High;Low Risk
1130;43;Male;Urban;653,03;Self-Employed;Tertiary;3;52,87;14;304,67;100,0;30;10,56;162;1;1,0;0,31;0,37;0,78;1;Medium;Medium Risk
1131;63;Male;Rural;200,53;Self-Employed;Primary;24;61,46;11;74,98;536,54;30;14,57;5;0;0,47;0,67;0,52;0,36;0;Low;High Risk
1132;60;Male;Urban;1229,58;Employed;Secondary;31;46,39;15;260,22;515,77;30;13,31;46;1;0,62;0,42;0,4;0,92;1;High;Low Risk
1133;29;Male;Urban;556,68;Self-Employed;Primary;16;29,11;13;20,83;281,85;30;10,98;67;1;0,53;0,31;0,17;0,85;1;Medium;Low Risk
1134;43;Female;Rural;691,63;Employed;Tertiary;30;53,69;18;102,84;411,11;60;6,53;253;0;0,68;0,03;0,7;0,48;0;Medium;High Risk
1135;30;Male;Urban;895,71;Unemployed;Primary;23;93,45;10;450,65;650,86;60;13,44;58;1;0,54;0,15;0,24;0,76;1;Medium;Medium Risk
1136;57;Female;Urban;600,07;Self-Employed;Tertiary;34;49,71;14;165,01;519,48;30;15,23;118;0;0,65;0,15;0,33;0,52;1;Medium;Medium Risk
1137;35;Female;Urban;537,16;Unemployed;Secondary;8;32,37;13;198,09;496,45;60;12,58;185;0;0,56;0,2;0,59;0,38;0;Medium;High Risk
1138;42;Female;Rural;542,66;Employed;Primary;3;40,66;17;270,19;678,58;30;5,27;47;1;0,91;0,32;0,42;0,74;1;Medium;Medium Risk
1139;50;Male;Urban;1357,38;Employed;Tertiary;23;53,0;16;196,12;962,97;30;15,42;190;1;0,72;0,1;0,7;0,85;1;High;Low Risk
1140;64;Female;Urban;1147,88;Employed;Secondary;6;44,63;15;97,86;451,49;60;13,19;264;0;0,5;0,37;0,63;0,45;0;High;High Risk
1141;57;Male;Urban;972,36;Employed;Primary;5;41,85;6;100,33;549,35;90;13,85;171;1;0,87;0,15;0,61;0,83;1;Medium;Low Risk
1142;60;Female;Rural;200,0;Employed;Primary;32;76,55;11;280,15;321,68;60;11,76;45;1;0,51;0,22;0,6;0,62;1;Low;Medium Risk
1143;29;Female;Urban;973,46;Self-Employed;Secondary;33;60,35;12;229,83;928,96;30;6,2;142;0;0,39;0,2;0,42;0,76;1;Medium;Medium Risk
1144;61;Female;Rural;957,26;Employed;Primary;21;47,63;27;283,64;392,04;90;13,74;245;1;0,7;0,19;0,64;0,61;1;Medium;Medium Risk
1145;53;Male;Semi-Urban;416,56;Self-Employed;Primary;22;47,78;12;258,74;138,42;60;11,34;215;0;1,0;0,25;0,31;0,53;1;Low;Medium Risk
1146;21;Female;Rural;877,61;Employed;Primary;25;53,46;14;206,05;624,36;30;9,81;175;1;0,33;0,59;0,4;0,76;1;Medium;Medium Risk
1147;22;Male;Urban;1115,45;Self-Employed;Secondary;27;61,21;14;201,32;177,97;90;17,23;327;1;0,43;0,38;0,33;0,9;1;High;Low Risk
1148;54;Female;Urban;970,81;Self-Employed;Secondary;17;75,65;13;209,68;759,01;60;13,77;144;1;0,85;0,27;0,43;0,85;1;Medium;Low Risk
1149;25;Female;Urban;595,95;Self-Employed;Primary;25;41,76;20;163,63;617,86;60;12,66;34;1;0,57;0,26;0,26;0,74;1;Medium;Medium Risk
1150;59;Male;Urban;803,98;Unemployed;None;4;30,11;11;164,79;294,42;60;9,41;131;1;0,82;0,05;0,23;0,7;1;Medium;Medium Risk
1151;45;Female;Urban;1019,11;Employed;Tertiary;17;38,88;13;250,2;634,12;30;9,04;303;1;0,53;0,26;0,42;0,89;1;High;Low Risk
1152;48;Male;Rural;817,84;Self-Employed;Primary;12;32,49;19;344,07;433,24;60;13,51;152;1;0,73;0,15;0,77;0,77;1;Medium;Medium Risk
